Id,No,Barcode,Name,PriceList,Category_Id,category_name,Quantity,TotalPrice,Count,type,is_refund,Session_Id,User_Id,SalaCaptinId,BranchId,IsDeleted,TableId,DailyCount,YearCount,Is_Cash,Date,UnitId,ProductUnitName,QuantityFromParentForProductUnit,SoldUnitName,QuantityFromParentForSoldUnit,TotalCost,UnitCost,MenuId,IsDone,DiscountValue,StartSession,YearMonth,NormalizedName,CannedProduct
cf7570d5-5222-46bf-b237-46c3694cfd17,23,6667955381,كان بيبسي,37,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,37,719,تيك اواي,0,56d03672-1a51-4048-a95c-911733a1c5f6,77ea1854-76b3-4580-a902-5f54582c316a,not_assigned,1,0,not_assigned,1,716,1,44:16.2,1,قطعة,1,قطعة,1,14.5,14.5,1,1,0,46:01.0,2025-04,كان بيبسي,Yes
2c6d1f6d-df2c-414c-b07b-d5161ec6c0ec,69,69,شاي زردة,25,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,23,364,صالة,0,3914f61d-ae13-4ce9-b326-3da2a1920c71,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_UFLWX2,1,363,1,35:28.6,1,قطعة,1,قطعة,1,0,0,1,1,0,01:08.5,2025-04,شاي زردة,No
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,0,1706,صالة,0,af20289f-cdb8-49c7-b4b8-de06e6ad47a3,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_4T82HM,1,1703,1,54:09.5,1,قطعة,1,قطعة,1,0,0,1,1,35,24:34.0,2025-06,قهوة تركي,No
6d10dae6-9e7c-4c6b-b7b6-d38fd7d661e9,14,14,برتقال,70,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,عصائر فريش,1,70,1015,تيك اواي,0,e3fb8d18-a435-442c-9d02-aff68baf5f47,77ea1854-76b3-4580-a902-5f54582c316a,not_assigned,1,0,not_assigned,1,1012,1,00:06.4,1,قطعة,1,قطعة,1,0,0,1,1,0,59:40.0,2025-05,برتقال,No
015da9d5-d14f-4377-a554-122b22339a7d,58,58,قهوة بن محوج,40,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,40,1358,صالة,0,7e90bd9d-a263-4735-a7f5-235f19b51091,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_7OZYBC,1,1355,1,03:25.8,1,قطعة,1,قطعة,1,0,0,1,1,0,24:06.5,2025-05,قهوة بن محوج,No
32fb0502-803f-4a1a-8f97-bd06eacf63dc,59,59,اسبريسو سنجل,40,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,40,1637,صالة,0,f4e91c90-3331-4506-a33a-2e78f6342e95,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_50357Z,1,1634,1,33:58.6,1,قطعة,1,قطعة,1,0,0,1,1,0,45:17.3,2025-06,اسبريسو سنجل,No
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,0,1259,صالة,0,d34a71bd-2ce5-4915-827d-91286320880e,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_7OZYBC,1,1256,1,24:46.7,1,قطعة,1,قطعة,1,4.5,4.5,1,1,10,20:18.0,2025-05,مياة معدنية صغيرة,No
2c6d1f6d-df2c-414c-b07b-d5161ec6c0ec,69,69,شاي زردة,25,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,25,1357,صالة,0,7e90bd9d-a263-4735-a7f5-235f19b51091,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_BJL0T4,1,1354,1,23:41.4,1,قطعة,1,قطعة,1,0,0,1,1,0,24:06.5,2025-05,شاي زردة,No
68a9797f-107e-4362-976b-5e763f3cccf3,211,211,اوريو,100,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,100,1153,صالة,0,a1c2a96e-272b-4542-a746-de3e6f56e9ef,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_60NMTC,1,1150,1,23:53.3,1,قطعة,1,قطعة,1,0,0,1,1,0,50:57.4,2025-05,اوريو,No
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,30,826,صالة,0,d32daf11-cf4a-441d-98de-11b83fbd7678,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_BJL0T4,1,823,1,39:09.4,1,قطعة,1,قطعة,1,0,0,1,1,0,04:09.9,2025-04,قهوة تركي,No
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,2,70,1214,صالة,0,fb6559c4-d6a8-4ee2-8709-54863a0ecbfe,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_1FYXYW,1,1211,1,45:25.3,1,قطعة,1,قطعة,1,0,0,1,1,0,54:41.4,2025-05,قهوة تركي,No
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,10,992,صالة,0,f74e66f1-ad73-4b9c-9749-9ce02bafd99c,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_1FYXYW,1,989,1,47:54.4,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,48:04.8,2025-05,مياة معدنية صغيرة,No
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,0,0,1068,صالة,0,454f0d03-6424-4d0f-8536-aa4413418d16,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_50357Z,1,1065,1,24:18.5,1,قطعة,1,قطعة,1,0,4.5,1,1,0,05:05.3,2025-05,مياة معدنية صغيرة,No
db218ab6-9bba-4077-9eca-039f049da562,227,3229454725,تشيز كيك,75,717428a5-fbda-4fc8-832a-ef875c24f18e,dessert,1,75,1657,صالة,0,7a13ce26-dce5-489e-9ea4-bfb1d3b9de78,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_0V4WSM,1,1654,1,13:59.4,1,قطعة,1,قطعة,1,0,0,1,1,0,34:32.3,2025-06,تشيز كيك,No
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,30,376,صالة,0,3914f61d-ae13-4ce9-b326-3da2a1920c71,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_P84QJE,1,375,1,49:39.4,1,قطعة,1,قطعة,1,0,0,1,1,0,01:08.5,2025-04,قهوة تركي,No
5e1b3eb2-cc8a-4a0e-8625-386ba13ee7ea,194,194,شويبس لمون نعناع,40,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,40,2065,صالة,0,8c7d86dc-c7f2-4491-ba71-51a7f3313c53,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_7OZYBC,1,2062,0,08:30.1,1,قطعة,1,قطعة,1,15,15,1,1,0,17:42.3,2025-07,شويبس لمون نعناع,Yes
cf7570d5-5222-46bf-b237-46c3694cfd17,23,6667955381,كان بيبسي,37,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,37,345,صالة,0,b430f80b-49a9-45ea-9095-3fb0ea21fb51,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_9RQBK1,1,344,1,41:20.3,1,قطعة,1,قطعة,1,14.5,14.5,1,1,0,50:08.0,2025-04,كان بيبسي,Yes
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,5,50,183,صالة,0,f4bb3f07-8773-4f7e-ab23-fdb1fb34805b,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_P84QJE,1,182,1,13:33.3,1,قطعة,1,قطعة,1,22.5,4.5,1,1,0,51:56.7,2025-03,مياة معدنية صغيرة,No
b83e01e6-b96d-4d33-89de-b459f0041e54,25,25,كان سفن,37,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,37,1035,صالة,0,710f3c4c-7d93-4227-a091-9e7fb2ba41d7,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_0V4WSM,1,1032,1,50:45.5,1,قطعة,1,قطعة,1,0,0,1,1,0,04:28.6,2025-05,كان سفن,Yes
b83e01e6-b96d-4d33-89de-b459f0041e54,25,25,كان سفن,37,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,37,955,صالة,0,2d809998-9677-474e-b361-b6414e886252,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_4T82HM,1,952,1,41:28.5,1,قطعة,1,قطعة,1,0,0,1,1,0,28:33.1,2025-05,كان سفن,Yes
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,10,1064,صالة,0,454f0d03-6424-4d0f-8536-aa4413418d16,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_6HSYE8,1,1061,1,58:57.2,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,05:05.3,2025-05,مياة معدنية صغيرة,No
c5629958-2570-4407-80c2-d3b8de08d4c8,42,42,لاتية,65,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,45,229,صالة,0,6706934a-1b38-4d9c-98c0-0d28c6a440dd,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_50357Z,1,228,1,47:34.2,1,قطعة,1,قطعة,1,0,0,1,1,0,05:33.5,2025-03,لاتية,No
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,10,1206,صالة,0,24d7f8de-1b7e-4e24-a501-c72b74930c88,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_9FY9Z4,1,1203,1,48:16.1,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,53:45.4,2025-05,مياة معدنية صغيرة,No
7135fb11-4c46-4838-ab80-85a253e969b3,8,8,بطيخ,75,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,عصائر فريش,1,75,1921,صالة,0,89144216-2303-449b-bdce-127f8d07425c,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_6HSYE8,1,1918,1,45:15.8,1,قطعة,1,قطعة,1,0,0,1,1,0,52:45.7,2025-07,بطيخ,No
9ad28d2c-9b6c-4e92-90a0-3e4ef4bc77de,43,43,كابتشينو,70,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,2,140,1154,صالة,0,a1c2a96e-272b-4542-a746-de3e6f56e9ef,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_1FYXYW,1,1151,1,51:33.2,1,قطعة,1,قطعة,1,0,0,1,1,0,50:57.4,2025-05,كابتشينو,No
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,2,60,466,صالة,0,084f235a-e768-48be-bbb8-4228f42d8c55,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_LES6SG,1,465,1,54:54.9,1,قطعة,1,قطعة,1,0,0,1,1,0,34:09.3,2025-04,قهوة تركي,No
174e74b9-c9e6-4e25-92dc-7a51e1c194bc,4,4,موز,80,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,عصائر فريش,1,55,831,صالة,0,d32daf11-cf4a-441d-98de-11b83fbd7678,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_UFLWX2,1,828,1,04:35.9,1,قطعة,1,قطعة,1,0,0,1,1,0,04:09.9,2025-05,موز,No
22564290-8fa7-4d53-a30d-d3a773ecc198,64,64,كورتادو,70,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,45,653,صالة,0,aed504da-c0c0-4390-81ea-01b3c6a0eab7,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_UFLWX2,1,652,0,45:30.1,1,قطعة,1,قطعة,1,0,0,1,1,0,16:08.0,2025-04,كورتادو,No
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,2,70,2017,صالة,0,1133c2b9-d272-49b8-9677-07d80eef8ed5,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_4T82HM,1,2014,1,33:57.5,1,قطعة,1,قطعة,1,0,0,1,1,0,36:43.6,2025-07,قهوة تركي,No
68a9797f-107e-4362-976b-5e763f3cccf3,211,211,اوريو,100,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,100,1499,صالة,0,421e4158-cb89-45f0-af48-d21ce59c3816,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_1BYVAT,1,1496,1,12:14.0,1,قطعة,1,قطعة,1,0,0,1,1,0,09:52.2,2025-06,اوريو,No
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,10,897,صالة,0,99939891-e9d4-4c3c-9219-d825fb159634,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_UFLWX2,1,894,1,47:14.2,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,02:12.3,2025-05,مياة معدنية صغيرة,No
9fab9daa-7434-490b-bfdd-e5ddb6854872,214,214,فيوري,37,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,37,2077,صالة,0,23d6406c-a1e0-400f-8675-3ef6979543af,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_4T82HM,1,2074,1,39:50.7,1,قطعة,1,قطعة,1,0,0,1,1,0,32:14.1,2025-07,فيوري,Yes
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,35,2015,صالة,0,1133c2b9-d272-49b8-9677-07d80eef8ed5,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_60NMTC,1,2012,1,36:04.1,1,قطعة,1,قطعة,1,0,0,1,1,0,36:43.6,2025-07,قهوة تركي,No
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,10,1593,صالة,0,bb47fb2a-7951-4546-8e8f-114eb030ea60,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_60NMTC,1,1590,1,17:30.4,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,46:01.3,2025-06,مياة معدنية صغيرة,No
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,35,1425,صالة,0,55470b6b-9f2a-4c33-b8fc-c5934fcf2fe4,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_UFLWX2,1,1422,1,24:24.7,1,قطعة,1,قطعة,1,0,0,1,1,0,52:48.8,2025-06,قهوة تركي,No
32fb0502-803f-4a1a-8f97-bd06eacf63dc,59,59,اسبريسو سنجل,40,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,2,70,331,صالة,0,b430f80b-49a9-45ea-9095-3fb0ea21fb51,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_LES6SG,1,330,1,36:42.1,1,قطعة,1,قطعة,1,0,0,1,1,0,50:08.0,2025-04,اسبريسو سنجل,No
b13895a1-65fe-409c-ad60-14a6b06a51c2,216,7226022051,مولتن كيك,75,717428a5-fbda-4fc8-832a-ef875c24f18e,dessert,1,70,597,صالة,0,2d2be0ea-073c-4fc6-82f2-4d5244cae33e,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_1FYXYW,1,596,1,42:41.1,1,قطعة,1,قطعة,1,0,0,1,1,0,42:47.5,2025-04,مولتن كيك,No
daf19ef4-1eb3-49df-8ea1-0189c894eb76,36,36,نسكافية بالحليب,65,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,65,1764,صالة,0,511b4576-e46b-4231-8cc4-3646b7bc483b,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_4T82HM,1,1761,1,07:42.8,1,قطعة,1,قطعة,1,0,0,1,1,0,42:24.2,2025-06,نسكافية بالحليب,No
49d37854-e961-4963-ad5e-8c6f47da2b03,68,68,شاي,20,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,20,1774,صالة,0,487fd3ba-ac6b-4d17-957d-49bbe93ca2be,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_P84QJE,1,1771,1,50:21.1,1,قطعة,1,قطعة,1,0,0,1,1,0,31:31.7,2025-06,شاي,No
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,10,644,صالة,0,aed504da-c0c0-4390-81ea-01b3c6a0eab7,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_BJL0T4,1,643,1,59:14.2,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,16:08.0,2025-04,مياة معدنية صغيرة,No
015da9d5-d14f-4377-a554-122b22339a7d,58,58,قهوة بن محوج,40,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,33,221,صالة,0,6706934a-1b38-4d9c-98c0-0d28c6a440dd,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,1,0,b1_UFLWX2,1,220,1,04:27.7,1,قطعة,1,قطعة,1,0,0,1,1,0,05:33.5,2025-03,قهوة بن محوج,No
1415a74e-15b5-45b0-9b10-c576ba16af1d,53,53,قهوة دبل تركي,50,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,45,748,صالة,0,b42da957-8b68-499e-a4bd-0cfb6c04f2b8,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,1,0,b1_1FYXYW,1,745,1,20:04.9,1,قطعة,1,قطعة,1,0,0,1,1,0,15:19.4,2025-04,قهوة دبل تركي,No
542d8e7b-2b7a-40ee-8ac1-2f3df6e485ed,6,6,بلح,80,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,عصائر فريش,2,160,1723,صالة,0,f3223cd0-b311-4886-9771-d1e5bf425f71,b1-2YZEAZ,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_Z72PUS,1,1720,1,09:47.4,1,قطعة,1,قطعة,1,0,0,1,1,0,33:06.8,2025-06,بلح,No
6fe13d3e-ea5b-415f-81db-e9090dacb084,54,54,قهوة فرنساوي,45,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,42,60,تيك اواي,0,578a2785-847e-4fea-adcf-89d7f6a5791f,77ea1854-76b3-4580-a902-5f54582c316a,not_assigned,1,0,not_assigned,21,60,1,22:09.0,1,قطعة,1,قطعة,1,0,0,1,1,0,08:10.8,2025-03,قهوة فرنساوي,No
daf19ef4-1eb3-49df-8ea1-0189c894eb76,36,36,نسكافية بالحليب,65,a562390f-e36d-4349-aba5-99440975975c,مشروبات ساخنة,1,65,2038,صالة,0,3dd644ad-0c9d-4452-936c-79a517e00832,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_BJL0T4,1,2035,1,49:55.6,1,قطعة,1,قطعة,1,0,0,1,1,0,50:14.2,2025-07,نسكافية بالحليب,No
89d359b4-e9d9-47c3-ad7e-a143f1c2d483,94,94,ايس موكا,85,2dc3d683-b099-4c3c-9df4-81935227e011,مشروبات باردة,1,85,1009,صالة,0,4393f87b-b556-4dec-ab87-20b43c9e3d59,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,1,0,b1_BNKU8L,1,1006,1,28:50.3,1,قطعة,1,قطعة,1,0,0,1,1,0,16:20.2,2025-05,ايس موكا,No
