Id,No,Barcode,Name,PriceList,Category_Id,category_name,Quantity,TotalPrice,Count,Client_Id,type,is_refund,Session_Id,User_Id,SalaCaptinId,DeliveryManId,BranchId,IsDeleted,TableId,DailyCount,YearCount,Is_Cash,Date,UnitId,ProductUnitName,QuantityFromParentForProductUnit,SoldUnitName,QuantityFromParentForSoldUnit,TotalCost,UnitCost,MenuId,IsDone,DiscountValue,StartSession,name_en,category_name_en
cf7570d5-5222-46bf-b237-46c3694cfd17,23,6667955381,كان بيبسي,37,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,37,719,,تيك اواي,0,56d03672-1a51-4048-a95c-911733a1c5f6,77ea1854-76b3-4580-a902-5f54582c316a,,,1,0,,1,716,1,2025-04-24 04:44:16,1,قطعة,1,قطعة,1,14.5,14.5,1,1,0,2025-04-24 03:46:01,Pepsi,Cold drinks
2c6d1f6d-df2c-414c-b07b-d5161ec6c0ec,69,69,شاي زردة,25,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,23,364,,صالة,0,3914f61d-ae13-4ce9-b326-3da2a1920c71,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_UFLWX2,1,363,1,2025-04-05 20:35:29,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-04-05 18:01:08,Zarada tea,Hot drinks
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,25,4,,تيك اواي,0,e9315fd9-e802-4202-840d-dcd97e0ea8a9,77ea1854-76b3-4580-a902-5f54582c316a,,,1,0,,1,4,1,2025-03-06 01:05:44,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-05 21:50:22,Turkish coffee,Hot drinks
6d10dae6-9e7c-4c6b-b7b6-d38fd7d661e9,14,14,برتقال,70,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,Fresh juices,1,70,1015,,تيك اواي,0,e3fb8d18-a435-442c-9d02-aff68baf5f47,77ea1854-76b3-4580-a902-5f54582c316a,,,1,0,,1,1012,1,2025-05-10 03:00:06,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-05-10 02:59:40,an orange,Fresh juices
015da9d5-d14f-4377-a554-122b22339a7d,58,58,قهوة بن محوج,40,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,40,1358,,صالة,0,7e90bd9d-a263-4735-a7f5-235f19b51091,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_7OZYBC,1,1355,1,2025-05-31 17:03:26,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-05-31 09:24:06,Bin Mahouj coffee,Hot drinks
32fb0502-803f-4a1a-8f97-bd06eacf63dc,59,59,اسبريسو سنجل,40,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,40,1637,,صالة,0,f4e91c90-3331-4506-a33a-2e78f6342e95,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_50357Z,1,1634,1,2025-06-18 15:33:59,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-06-17 22:45:17,Esperesu Single,Hot drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,0,1259,,صالة,0,d34a71bd-2ce5-4915-827d-91286320880e,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_7OZYBC,1,1256,1,2025-05-25 15:24:47,1,قطعة,1,قطعة,1,4.5,4.5,1,1,10,2025-05-25 14:20:18,Small water,Cold drinks
2c6d1f6d-df2c-414c-b07b-d5161ec6c0ec,69,69,شاي زردة,25,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,25,1357,,صالة,0,7e90bd9d-a263-4735-a7f5-235f19b51091,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_BJL0T4,1,1354,1,2025-05-31 22:23:41,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-05-31 09:24:06,Zarada tea,Hot drinks
68a9797f-107e-4362-976b-5e763f3cccf3,211,211,اوريو,100,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,100,1153,,صالة,0,a1c2a96e-272b-4542-a746-de3e6f56e9ef,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_60NMTC,1,1150,1,2025-05-18 20:23:53,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-05-18 11:50:57,Oreo,Cold drinks
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,25,6,,صالة,0,8fd91006-5d07-4402-8057-93724a2e713d,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_BJL0T4,5,6,1,2025-03-06 21:41:54,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-06 18:52:52,Turkish coffee,Hot drinks
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,25,7,,صالة,0,8fd91006-5d07-4402-8057-93724a2e713d,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_7OZYBC,6,7,1,2025-03-06 22:23:40,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-06 18:52:52,Turkish coffee,Hot drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,10,992,,صالة,0,f74e66f1-ad73-4b9c-9749-9ce02bafd99c,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_1FYXYW,1,989,1,2025-05-08 20:47:54,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,2025-05-08 08:48:05,Small water,Cold drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,0,0,1068,,صالة,0,454f0d03-6424-4d0f-8536-aa4413418d16,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_50357Z,1,1065,1,2025-05-13 16:24:18,1,قطعة,1,قطعة,1,0,4.5,1,1,0,2025-05-13 08:05:05,Small water,Cold drinks
db218ab6-9bba-4077-9eca-039f049da562,227,3229454725,تشيز كيك,75,717428a5-fbda-4fc8-832a-ef875c24f18e,dessert,1,75,1657,,صالة,0,7a13ce26-dce5-489e-9ea4-bfb1d3b9de78,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_0V4WSM,1,1654,1,2025-06-19 20:13:59,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-06-19 08:34:32,Cheese Cake,dessert
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,3,75,8,,صالة,0,8fd91006-5d07-4402-8057-93724a2e713d,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_P84QJE,7,8,1,2025-03-06 23:25:19,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-06 18:52:52,Turkish coffee,Hot drinks
5e1b3eb2-cc8a-4a0e-8625-386ba13ee7ea,194,194,شويبس لمون نعناع,40,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,40,2065,,صالة,0,8c7d86dc-c7f2-4491-ba71-51a7f3313c53,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_7OZYBC,1,2062,0,2025-07-19 14:08:30,1,قطعة,1,قطعة,1,15,15,1,1,0,2025-07-18 17:17:42,Shusia for mint,Cold drinks
cf7570d5-5222-46bf-b237-46c3694cfd17,23,6667955381,كان بيبسي,37,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,37,345,,صالة,0,b430f80b-49a9-45ea-9095-3fb0ea21fb51,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_9RQBK1,1,344,1,2025-04-04 23:41:20,1,قطعة,1,قطعة,1,14.5,14.5,1,1,0,2025-04-04 17:50:08,Pepsi,Cold drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,5,50,183,,صالة,0,f4bb3f07-8773-4f7e-ab23-fdb1fb34805b,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_P84QJE,1,182,1,2025-03-28 01:13:33,1,قطعة,1,قطعة,1,22.5,4.5,1,1,0,2025-03-27 17:51:57,Small water,Cold drinks
b83e01e6-b96d-4d33-89de-b459f0041e54,25,25,كان سفن,37,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,37,1035,,صالة,0,710f3c4c-7d93-4227-a091-9e7fb2ba41d7,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_0V4WSM,1,1032,1,2025-05-11 13:50:46,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-05-11 09:04:29,7 Up,Cold drinks
b83e01e6-b96d-4d33-89de-b459f0041e54,25,25,كان سفن,37,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,37,955,,صالة,0,2d809998-9677-474e-b361-b6414e886252,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_4T82HM,1,952,1,2025-05-06 19:41:29,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-05-06 08:28:33,7 Up,Cold drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,10,1064,,صالة,0,454f0d03-6424-4d0f-8536-aa4413418d16,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_6HSYE8,1,1061,1,2025-05-13 19:58:57,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,2025-05-13 08:05:05,Small water,Cold drinks
c5629958-2570-4407-80c2-d3b8de08d4c8,42,42,لاتية,65,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,45,229,,صالة,0,6706934a-1b38-4d9c-98c0-0d28c6a440dd,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_50357Z,1,228,1,2025-03-31 00:47:34,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-30 01:05:34,Latte,Hot drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,10,1206,,صالة,0,24d7f8de-1b7e-4e24-a501-c72b74930c88,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_9FY9Z4,1,1203,1,2025-05-21 20:48:16,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,2025-05-21 08:53:45,Small water,Cold drinks
7135fb11-4c46-4838-ab80-85a253e969b3,8,8,بطيخ,75,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,Fresh juices,1,75,1921,,صالة,0,89144216-2303-449b-bdce-127f8d07425c,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_6HSYE8,1,1918,1,2025-07-09 19:45:16,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-07-08 22:52:46,watermelon,Fresh juices
9ad28d2c-9b6c-4e92-90a0-3e4ef4bc77de,43,43,كابتشينو,70,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,2,140,1154,,صالة,0,a1c2a96e-272b-4542-a746-de3e6f56e9ef,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_1FYXYW,1,1151,1,2025-05-18 17:51:33,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-05-18 11:50:57,cappuccino,Hot drinks
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,2,50,11,,صالة,0,8fd91006-5d07-4402-8057-93724a2e713d,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_P84QJE,10,11,1,2025-03-07 01:56:06,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-06 18:52:52,Turkish coffee,Hot drinks
174e74b9-c9e6-4e25-92dc-7a51e1c194bc,4,4,موز,80,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,Fresh juices,1,55,831,,صالة,0,d32daf11-cf4a-441d-98de-11b83fbd7678,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_UFLWX2,1,828,1,2025-05-01 02:04:36,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-04-30 09:04:10,banana,Fresh juices
22564290-8fa7-4d53-a30d-d3a773ecc198,64,64,كورتادو,70,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,45,653,,صالة,0,aed504da-c0c0-4390-81ea-01b3c6a0eab7,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_UFLWX2,1,652,0,2025-04-20 22:45:30,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-04-20 08:16:08,Courtado,Hot drinks
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,25,14,,تيك اواي,0,23845d3e-eec0-49c4-a515-a8d59f35398e,77ea1854-76b3-4580-a902-5f54582c316a,,,1,0,,12,14,1,2025-03-07 23:48:17,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-07 18:23:15,Turkish coffee,Hot drinks
68a9797f-107e-4362-976b-5e763f3cccf3,211,211,اوريو,100,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,100,1499,,صالة,0,421e4158-cb89-45f0-af48-d21ce59c3816,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_1BYVAT,1,1496,1,2025-06-09 20:12:14,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-06-09 12:09:52,Oreo,Cold drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,10,897,,صالة,0,99939891-e9d4-4c3c-9219-d825fb159634,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_UFLWX2,1,894,1,2025-05-03 21:47:14,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,2025-05-03 08:02:12,Small water,Cold drinks
9fab9daa-7434-490b-bfdd-e5ddb6854872,214,214,فيوري,37,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,37,2077,,صالة,0,23d6406c-a1e0-400f-8675-3ef6979543af,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_4T82HM,1,2074,1,2025-07-20 13:39:51,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-07-19 17:32:14,Furi,Cold drinks
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,2,50,18,,صالة,0,23845d3e-eec0-49c4-a515-a8d59f35398e,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_0V4WSM,16,18,1,2025-03-08 00:43:37,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-07 18:23:15,Turkish coffee,Hot drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,10,1593,,صالة,0,bb47fb2a-7951-4546-8e8f-114eb030ea60,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_60NMTC,1,1590,1,2025-06-14 21:17:30,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,2025-06-14 01:46:01,Small water,Cold drinks
461bb8e3-fa25-4298-86d3-da3b3290f877,52,52,قهوة تركي,35,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,25,19,,تيك اواي,0,23845d3e-eec0-49c4-a515-a8d59f35398e,77ea1854-76b3-4580-a902-5f54582c316a,,,1,0,,17,19,1,2025-03-07 23:44:10,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-07 18:23:15,Turkish coffee,Hot drinks
32fb0502-803f-4a1a-8f97-bd06eacf63dc,59,59,اسبريسو سنجل,40,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,2,70,331,,صالة,0,b430f80b-49a9-45ea-9095-3fb0ea21fb51,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_LES6SG,1,330,1,2025-04-04 18:36:42,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-04-04 17:50:08,Esperesu Single,Hot drinks
b13895a1-65fe-409c-ad60-14a6b06a51c2,216,7226022051,مولتن كيك,75,717428a5-fbda-4fc8-832a-ef875c24f18e,dessert,1,70,597,,صالة,0,2d2be0ea-073c-4fc6-82f2-4d5244cae33e,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_1FYXYW,1,596,1,2025-04-18 15:42:41,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-04-18 08:42:48,Multen Cake,dessert
daf19ef4-1eb3-49df-8ea1-0189c894eb76,36,36,نسكافية بالحليب,65,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,65,1764,,صالة,0,511b4576-e46b-4231-8cc4-3646b7bc483b,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_4T82HM,1,1761,1,2025-06-28 20:07:43,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-06-27 23:42:24,Nescafe with milk,Hot drinks
49d37854-e961-4963-ad5e-8c6f47da2b03,68,68,شاي,20,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,20,1774,,صالة,0,487fd3ba-ac6b-4d17-957d-49bbe93ca2be,77ea1854-76b3-4580-a902-5f54582c316a,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_P84QJE,1,1771,1,2025-06-29 18:50:21,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-06-29 10:31:32,tea,Hot drinks
94ab74f4-5224-4c87-8124-e92a15fd14dc,34,34,مياة معدنية صغيرة,10,2dc3d683-b099-4c3c-9df4-81935227e011,Cold drinks,1,10,644,,صالة,0,aed504da-c0c0-4390-81ea-01b3c6a0eab7,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_BJL0T4,1,643,1,2025-04-20 20:59:14,1,قطعة,1,قطعة,1,4.5,4.5,1,1,0,2025-04-20 08:16:08,Small water,Cold drinks
015da9d5-d14f-4377-a554-122b22339a7d,58,58,قهوة بن محوج,40,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,33,221,,صالة,0,6706934a-1b38-4d9c-98c0-0d28c6a440dd,77ea1854-76b3-4580-a902-5f54582c316a,405f67b2-d2bb-438b-8b42-51bad37da206,,1,0,b1_UFLWX2,1,220,1,2025-03-31 00:04:28,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-30 01:05:34,Bin Mahouj coffee,Hot drinks
1415a74e-15b5-45b0-9b10-c576ba16af1d,53,53,قهوة دبل تركي,50,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,45,748,,صالة,0,b42da957-8b68-499e-a4bd-0cfb6c04f2b8,77ea1854-76b3-4580-a902-5f54582c316a,3e5f2cef-0ed9-4fe7-9cec-9dc0a940fcef,,1,0,b1_1FYXYW,1,745,1,2025-04-25 23:20:05,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-04-25 08:15:19,Turkish double coffee,Hot drinks
542d8e7b-2b7a-40ee-8ac1-2f3df6e485ed,6,6,بلح,80,f3b6a32c-2ce9-4c21-9371-0c3c4a386896,Fresh juices,2,160,1723,,صالة,0,f3223cd0-b311-4886-9771-d1e5bf425f71,b1-2YZEAZ,985df166-19be-49c5-b10a-4b1170532b71,,1,0,b1_Z72PUS,1,1720,1,2025-06-24 23:09:47,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-06-24 10:33:07,Dates,Fresh juices
6fe13d3e-ea5b-415f-81db-e9090dacb084,54,54,قهوة فرنساوي,45,a562390f-e36d-4349-aba5-99440975975c,Hot drinks,1,42,60,,تيك اواي,0,578a2785-847e-4fea-adcf-89d7f6a5791f,77ea1854-76b3-4580-a902-5f54582c316a,,,1,0,,21,60,1,2025-03-13 21:22:09,1,قطعة,1,قطعة,1,0,0,1,1,0,2025-03-13 19:08:11,French coffee,Hot drinks
